"diamond-image-wrapper href","medium-up--hide","main-price","Shape","Carat","Color","Clarity","Cut","Polish","Symmetry","Fluor","L/W"
"https://www.withclarity.com/products/diamonds/5466836597","0.31 Carat Round Natural Diamond","$297","Round","0.31","L","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6475153726","0.3 Carat Round Natural Diamond","$297","Round","0.3","L","VS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/2466463284","0.25 Carat Round Natural Diamond","$298","Round","0.25","J","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7471369155","0.3 Carat Round Natural Diamond","$298","Round","0.3","K","SI1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/7472367746","0.3 Carat Round Natural Diamond","$298","Round","0.3","L","VS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7463862932","0.3 Carat Round Natural Diamond","$298","Round","0.3","L","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/3465317370","0.3 Carat Round Natural Diamond","$299","Round","0.3","H","SI2","Very Good","Very Good","Very Good","Faint","0.98"
"https://www.withclarity.com/products/diamonds/5466213752","0.26 Carat Round Natural Diamond","$300","Round","0.26","J","VS1","Excellent","Excellent","Excellent","None","0.99"
"https://www.withclarity.com/products/diamonds/2457622086","0.25 Carat Round Natural Diamond","$300","Round","0.25","J","IF","Excellent","Excellent","Excellent","None","0.99"
"https://www.withclarity.com/products/diamonds/6471116938","0.3 Carat Round Natural Diamond","$301","Round","0.3","K","VVS1","Excellent","Excellent","Excellent","Faint","0.99"
"https://www.withclarity.com/products/diamonds/2464321429","0.3 Carat Round Natural Diamond","$302","Round","0.3","I","SI1","Good","Excellent","Very Good","Faint","0.99"
"https://www.withclarity.com/products/diamonds/2476145541","0.32 Carat Round Natural Diamond","$302","Round","0.32","L","VS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6472141580","0.27 Carat Round Natural Diamond","$302","Round","0.27","I","VS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/2477073399","0.3 Carat Round Natural Diamond","$302","Round","0.3","J","VS2","Excellent","Very Good","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/1419099174","0.41 Carat Oval Natural Diamond","$303","Oval","0.41","L","SI1","Excellent","Excellent","Very Good","Faint","1.58"
"https://www.withclarity.com/products/diamonds/7476008047","0.25 Carat Round Natural Diamond","$304","Round","0.25","I","VVS1","Excellent","Excellent","Excellent","Strong","0.99"
"https://www.withclarity.com/products/diamonds/74515892730","0.31 Carat Round Natural Diamond","$305","Round","0.31","L","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/5476307494","0.26 Carat Round Natural Diamond","$305","Round","0.26","I","VS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/2474123609","0.3 Carat Round Natural Diamond","$305","Round","0.3","L","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6461803052","0.25 Carat Round Natural Diamond","$305","Round","0.25","I","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7461954266","0.25 Carat Round Natural Diamond","$305","Round","0.25","I","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7476367006","0.3 Carat Round Natural Diamond","$306","Round","0.3","L","VVS1","Very Good","Excellent","Very Good","None","1.01"
"https://www.withclarity.com/products/diamonds/6472333030","0.3 Carat Round Natural Diamond","$306","Round","0.3","L","VVS1","Very Good","Excellent","Very Good","None","1.01"
"https://www.withclarity.com/products/diamonds/3475141646","0.27 Carat Round Natural Diamond","$306","Round","0.27","H","SI1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6432056236","0.3 Carat Round Natural Diamond","$306","Round","0.3","I","VS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/14688280910","0.25 Carat Round Natural Diamond","$306","Round","0.25","I","VS2","Excellent","Excellent","Excellent","Medium","1.00"
"https://www.withclarity.com/products/diamonds/1443802106","0.3 Carat Round Natural Diamond","$306","Round","0.3","J","IF","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/2474083425","0.3 Carat Round Natural Diamond","$306","Round","0.3","K","VVS1","Excellent","Excellent","Very Good","Faint","1.01"
"https://www.withclarity.com/products/diamonds/3445478467","0.34 Carat Round Natural Diamond","$306","Round","0.34","J","VS1","Excellent","Excellent","Excellent","Faint","0.99"
"https://www.withclarity.com/products/diamonds/5466491285","0.26 Carat Round Natural Diamond","$306","Round","0.26","J","IF","Excellent","Excellent","Excellent","Medium","0.99"
"https://www.withclarity.com/products/diamonds/7463665632","0.3 Carat Round Natural Diamond","$306","Round","0.3","J","VVS1","Excellent","Excellent","Excellent","Medium","0.99"
"https://www.withclarity.com/products/diamonds/6461213670","0.27 Carat Round Natural Diamond","$307","Round","0.27","J","VS2","Excellent","Excellent","Excellent","None","0.99"
"https://www.withclarity.com/products/diamonds/6472072864","0.31 Carat Round Natural Diamond","$307","Round","0.31","K","VS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/1469871446","0.31 Carat Round Natural Diamond","$309","Round","0.31","L","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/1479071849","0.3 Carat Round Natural Diamond","$309","Round","0.3","K","VS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6471348669","0.25 Carat Round Natural Diamond","$309","Round","0.25","I","VS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6475192967","0.26 Carat Round Natural Diamond","$309","Round","0.26","I","VS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6472019712","0.3 Carat Round Natural Diamond","$309","Round","0.3","J","VS1","Excellent","Excellent","Excellent","Strong","0.99"
"https://www.withclarity.com/products/diamonds/6465317731","0.3 Carat Round Natural Diamond","$309","Round","0.3","I","SI2","Excellent","Very Good","Very Good","Faint","0.98"
"https://www.withclarity.com/products/diamonds/7476041467","0.28 Carat Round Natural Diamond","$310","Round","0.28","I","VS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6471019631","0.31 Carat Round Natural Diamond","$310","Round","0.31","L","VVS1","Excellent","Excellent","Excellent","None","0.99"
"https://www.withclarity.com/products/diamonds/2464882465","0.3 Carat Round Natural Diamond","$310","Round","0.3","K","IF","Very Good","Excellent","Good","None","1.01"
"https://www.withclarity.com/products/diamonds/1477021331","0.33 Carat Round Natural Diamond","$311","Round","0.33","K","VS1","Excellent","Very Good","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/74465435150","0.3 Carat Round Natural Diamond","$311","Round","0.3","F","I1","Very Good","Very Good","Very Good","None","1.00"
"https://www.withclarity.com/products/diamonds/34559245880","0.3 Carat Round Natural Diamond","$311","Round","0.3","K","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7478072352","0.3 Carat Round Natural Diamond","$311","Round","0.3","L","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/1479307913","0.31 Carat Round Natural Diamond","$311","Round","0.31","L","VVS2","Excellent","Excellent","Excellent","Medium","1.00"
"https://www.withclarity.com/products/diamonds/2476308014","0.25 Carat Round Natural Diamond","$311","Round","0.25","I","VS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/5476221236","0.26 Carat Round Natural Diamond","$313","Round","0.26","I","VVS1","Excellent","Excellent","Very Good","Faint","1.00"
"https://www.withclarity.com/products/diamonds/2347904383","0.46 Carat CUSHION Natural Diamond","$313","CUSHION","0.46","K","VS2","Excellent","Excellent","Very Good","Faint","1.07"
"https://www.withclarity.com/products/diamonds/7446479020","0.3 Carat Round Natural Diamond","$313","Round","0.3","J","IF","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/1447534414","0.3 Carat Round Natural Diamond","$313","Round","0.3","J","IF","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6472344473","0.31 Carat Round Natural Diamond","$313","Round","0.31","K","VVS1","Excellent","Excellent","Excellent","Medium","1.00"
"https://www.withclarity.com/products/diamonds/1468870547","0.31 Carat Round Natural Diamond","$313","Round","0.31","K","VVS1","Excellent","Excellent","Excellent","Medium","1.00"
"https://www.withclarity.com/products/diamonds/7476343074","0.3 Carat Round Natural Diamond","$313","Round","0.3","K","VVS2","Very Good","Very Good","Very Good","None","1.01"
"https://www.withclarity.com/products/diamonds/6461829112","0.32 Carat Round Natural Diamond","$313","Round","0.32","L","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7473221938","0.31 Carat Round Natural Diamond","$315","Round","0.31","K","VVS2","Excellent","Excellent","Excellent","Strong","1.00"
"https://www.withclarity.com/products/diamonds/6441948312","0.31 Carat Round Natural Diamond","$315","Round","0.31","J","IF","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6431415728","0.4 Carat Emerald Natural Diamond","$315","Emerald","0.4","D","I1","Excellent","Excellent","Very Good","None","1.42"
"https://www.withclarity.com/products/diamonds/1469317780","0.3 Carat Round Natural Diamond","$315","Round","0.3","F","SI1","Good","Very Good","Excellent","None","0.99"
"https://www.withclarity.com/products/diamonds/1468320646","0.31 Carat Round Natural Diamond","$315","Round","0.31","D","I1","Very Good","Very Good","Very Good","None","0.99"
"https://www.withclarity.com/products/diamonds/5433371710","0.4 Carat Round Natural Diamond","$315","Round","0.4","I","I1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/3475335082","0.3 Carat Round Natural Diamond","$317","Round","0.3","L","VVS1","Very Good","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/1473177905","0.3 Carat Round Natural Diamond","$317","Round","0.3","L","VVS1","Excellent","Very Good","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/1463928822","0.31 Carat Round Natural Diamond","$317","Round","0.31","L","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6461820472","0.3 Carat Round Natural Diamond","$317","Round","0.3","K","VVS1","Excellent","Excellent","Very Good","None","1.00"
"https://www.withclarity.com/products/diamonds/1475041567","0.28 Carat Round Natural Diamond","$318","Round","0.28","I","VS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/1479249027","0.25 Carat Round Natural Diamond","$318","Round","0.25","I","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/2476369634","0.25 Carat Round Natural Diamond","$318","Round","0.25","I","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7463344720","0.3 Carat Round Natural Diamond","$318","Round","0.3","J","VVS2","Very Good","Excellent","Good","None","0.99"
"https://www.withclarity.com/products/diamonds/6465342852","0.3 Carat Round Natural Diamond","$319","Round","0.3","J","VS1","Very Good","Excellent","Good","None","0.98"
"https://www.withclarity.com/products/diamonds/3475073555","0.33 Carat Round Natural Diamond","$319","Round","0.33","K","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6462584456","0.4 Carat Cushion Natural Diamond","$319","Cushion","0.4","J","VVS2","Very Good","Excellent","Very Good","None","1.04"
"https://www.withclarity.com/products/diamonds/6472020817","0.52 Carat Emerald Natural Diamond","$319","Emerald","0.52","L","VS2","Good","Excellent","Very Good","None","1.28"
"https://www.withclarity.com/products/diamonds/2476130747","0.3 Carat Round Natural Diamond","$319","Round","0.3","I","VS2","Very Good","Excellent","Very Good","Strong","0.98"
"https://www.withclarity.com/products/diamonds/7476143241","0.28 Carat Round Natural Diamond","$320","Round","0.28","J","IF","Excellent","Excellent","Excellent","Strong","0.99"
"https://www.withclarity.com/products/diamonds/7471008005","0.26 Carat Round Natural Diamond","$321","Round","0.26","J","IF","Excellent","Excellent","Excellent","Faint","0.99"
"https://www.withclarity.com/products/diamonds/7471048131","0.25 Carat Round Natural Diamond","$321","Round","0.25","J","VVS1","Excellent","Excellent","Excellent","Medium","0.99"
"https://www.withclarity.com/products/diamonds/1479085329","0.34 Carat Round Natural Diamond","$321","Round","0.34","L","VVS1","Excellent","Excellent","Excellent","Faint","0.99"
"https://www.withclarity.com/products/diamonds/1478219334","0.3 Carat Princess Natural Diamond","$321","Princess","0.3","J","VS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/2466320801","0.35 Carat Round Natural Diamond","$321","Round","0.35","F","I1","Very Good","Very Good","Very Good","None","0.98"
"https://www.withclarity.com/products/diamonds/12167048760","0.29 Carat Round Natural Diamond","$321","Round","0.29","L","VS2","Very Good","Very Good","Very Good","Faint","1.00"
"https://www.withclarity.com/products/diamonds/2477259952","0.25 Carat Round Natural Diamond","$321","Round","0.25","I","IF","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7461908008","0.26 Carat Round Natural Diamond","$322","Round","0.26","I","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/1468799033","0.3 Carat Round Natural Diamond","$322","Round","0.3","K","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6461723294","0.3 Carat Round Natural Diamond","$322","Round","0.3","K","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6472141494","0.25 Carat Round Natural Diamond","$322","Round","0.25","J","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7468240324","0.26 Carat Round Natural Diamond","$322","Round","0.26","J","VVS1","Excellent","Excellent","Excellent","Strong","0.99"
"https://www.withclarity.com/products/diamonds/74015451040","0.31 Carat Round Natural Diamond","$322","Round","0.31","K","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/2447834145","0.31 Carat Round Natural Diamond","$323","Round","0.31","J","IF","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/6462583846","0.3 Carat Round Natural Diamond","$323","Round","0.3","J","IF","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/1475342819","0.31 Carat Round Natural Diamond","$323","Round","0.31","J","VS2","Excellent","Excellent","Excellent","Medium","1.00"
"https://www.withclarity.com/products/diamonds/2466344443","0.3 Carat Round Natural Diamond","$323","Round","0.3","J","VS1","Very Good","Excellent","Very Good","Faint","0.98"
"https://www.withclarity.com/products/diamonds/6465343495","0.3 Carat Round Natural Diamond","$323","Round","0.3","J","VS1","Very Good","Very Good","Excellent","None","0.99"
"https://www.withclarity.com/products/diamonds/6472008085","0.26 Carat Round Natural Diamond","$324","Round","0.26","J","VVS1","Excellent","Excellent","Excellent","Strong","0.99"
"https://www.withclarity.com/products/diamonds/7478173241","0.26 Carat Round Natural Diamond","$325","Round","0.26","I","VVS1","Excellent","Excellent","Excellent","Medium","0.99"
"https://www.withclarity.com/products/diamonds/7452112266","0.5 Carat Marquise Natural Diamond","$325","Marquise","0.5","K","SI2","Excellent","Excellent","Excellent","Faint","1.87"
"https://www.withclarity.com/products/diamonds/2478314300","0.25 Carat Round Natural Diamond","$325","Round","0.25","E","SI1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/7461936301","0.26 Carat Round Natural Diamond","$325","Round","0.26","I","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/2466908119","0.3 Carat Round Natural Diamond","$325","Round","0.3","K","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/3465861680","0.26 Carat Round Natural Diamond","$326","Round","0.26","I","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7476200760","0.33 Carat Round Natural Diamond","$326","Round","0.33","L","VS1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/2477372911","0.3 Carat Round Natural Diamond","$326","Round","0.3","L","VVS2","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/6461323913","0.3 Carat Round Natural Diamond","$326","Round","0.3","H","SI1","Good","Very Good","Excellent","None","0.99"
"https://www.withclarity.com/products/diamonds/6465320840","0.31 Carat Round Natural Diamond","$326","Round","0.31","F","SI2","Excellent","Excellent","Very Good","None","0.99"
"https://www.withclarity.com/products/diamonds/6475092697","0.32 Carat Round Natural Diamond","$326","Round","0.32","K","VVS1","Excellent","Very Good","Excellent","Medium","1.00"
"https://www.withclarity.com/products/diamonds/2477093304","0.31 Carat Round Natural Diamond","$327","Round","0.31","K","VVS1","Very Good","Excellent","Very Good","None","1.00"
"https://www.withclarity.com/products/diamonds/6455556847","0.27 Carat Round Natural Diamond","$327","Round","0.27","J","VVS1","Excellent","Excellent","Excellent","Medium","0.99"
"https://www.withclarity.com/products/diamonds/2466812868","0.41 Carat Round Natural Diamond","$327","Round","0.41","L","I1","Excellent","Excellent","Excellent","None","1.00"
"https://www.withclarity.com/products/diamonds/3465343502","0.3 Carat Round Natural Diamond","$327","Round","0.3","J","VVS2","Very Good","Excellent","Good","None","0.98"
"https://www.withclarity.com/products/diamonds/2467343540","0.3 Carat Round Natural Diamond","$327","Round","0.3","J","VVS2","Very Good","Excellent","Good","None","0.98"
"https://www.withclarity.com/products/diamonds/6462343610","0.3 Carat Round Natural Diamond","$327","Round","0.3","J","VVS2","Good","Excellent","Very Good","None","0.99"
"https://www.withclarity.com/products/diamonds/2474141474","0.25 Carat Round Natural Diamond","$327","Round","0.25","I","VVS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/2474124269","0.29 Carat Round Natural Diamond","$327","Round","0.29","I","VS1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/2476099902","0.28 Carat Round Natural Diamond","$327","Round","0.28","H","SI1","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/7472058803","0.3 Carat Round Natural Diamond","$327","Round","0.3","K","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/5463908219","0.33 Carat Round Natural Diamond","$327","Round","0.33","L","VVS2","Excellent","Excellent","Excellent","Faint","1.00"
"https://www.withclarity.com/products/diamonds/1478116912","0.28 Carat Round Natural Diamond","$328","Round","0.28","J","IF","Excellent","Excellent","Excellent","Strong","0.99"
"https://www.withclarity.com/products/diamonds/7473076018","0.4 Carat CUSHION Natural Diamond","$328","CUSHION","0.4","K","VS2","Excellent","Very Good","Excellent","None","1.04"
"https://www.withclarity.com/products/diamonds/2466928566","0.26 Carat Round Natural Diamond","$329","Round","0.26","I","VVS1","Excellent","Excellent","Excellent","None","1.00"
